App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Dead Fields,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Lack of Cohesion,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
commons-lang,CharEncodingTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/CharEncodingTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/CharEncoding.java,src/test/java/org/apache/commons/lang3/CharEncodingTest.java,src/main/java/org/apache/commons/lang3/CharEncoding.java,true,true,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,RangeTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/RangeTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/Range.java,src/test/java/org/apache/commons/lang3/RangeTest.java,src/main/java/org/apache/commons/lang3/Range.java,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,AnnotationUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/AnnotationUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/AnnotationUtils.java,src/test/java/org/apache/commons/lang3/AnnotationUtilsTest.java,src/main/java/org/apache/commons/lang3/AnnotationUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,CharSequenceUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/CharSequenceUtils.java,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,src/main/java/org/apache/commons/lang3/CharSequenceUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ClassUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,src/main/java/org/apache/commons/lang3/ClassUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,StringUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/StringUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/StringUtils.java,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,src/main/java/org/apache/commons/lang3/StringUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,CharUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/CharUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java,src/test/java/org/apache/commons/lang3/CharUtilsTest.java,src/main/java/org/apache/commons/lang3/CharUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,CharRangeTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/CharRangeTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/CharRange.java,src/test/java/org/apache/commons/lang3/CharRangeTest.java,src/main/java/org/apache/commons/lang3/CharRange.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ThreadUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,src/main/java/org/apache/commons/lang3/ThreadUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,LocaleUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/LocaleUtils.java,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,src/main/java/org/apache/commons/lang3/LocaleUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,CharSetUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/CharSetUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/CharSetUtils.java,src/test/java/org/apache/commons/lang3/CharSetUtilsTest.java,src/main/java/org/apache/commons/lang3/CharSetUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ConversionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/ConversionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java,src/test/java/org/apache/commons/lang3/ConversionTest.java,src/main/java/org/apache/commons/lang3/Conversion.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ObjectUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/ObjectUtils.java,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,src/main/java/org/apache/commons/lang3/ObjectUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,RandomStringUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/RandomStringUtils.java,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,src/main/java/org/apache/commons/lang3/RandomStringUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ClassPathUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/ClassPathUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/ClassPathUtils.java,src/test/java/org/apache/commons/lang3/ClassPathUtilsTest.java,src/main/java/org/apache/commons/lang3/ClassPathUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,BitFieldTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/BitFieldTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/BitField.java,src/test/java/org/apache/commons/lang3/BitFieldTest.java,src/main/java/org/apache/commons/lang3/BitField.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,JavaVersionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/JavaVersionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/JavaVersion.java,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,src/main/java/org/apache/commons/lang3/JavaVersion.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,SerializationUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/SerializationUtils.java,src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,src/main/java/org/apache/commons/lang3/SerializationUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,StringEscapeUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/StringEscapeUtils.java,src/test/java/org/apache/commons/lang3/StringEscapeUtilsTest.java,src/main/java/org/apache/commons/lang3/StringEscapeUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,EventListenerSupportTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/event/EventListenerSupportTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/event/EventListenerSupport.java,src/test/java/org/apache/commons/lang3/event/EventListenerSupportTest.java,src/main/java/org/apache/commons/lang3/event/EventListenerSupport.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,EventUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/event/EventUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/event/EventUtils.java,src/test/java/org/apache/commons/lang3/event/EventUtilsTest.java,src/main/java/org/apache/commons/lang3/event/EventUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,ExtendedMessageFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java,src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatTest.java,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,StrBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java,src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,src/main/java/org/apache/commons/lang3/text/StrBuilder.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false
commons-lang,StrTokenizerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/StrTokenizerTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java,src/test/java/org/apache/commons/lang3/text/StrTokenizerTest.java,src/main/java/org/apache/commons/lang3/text/StrTokenizer.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,WordUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,src/main/java/org/apache/commons/lang3/text/WordUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,StrMatcherTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/StrMatcherTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/StrMatcher.java,src/test/java/org/apache/commons/lang3/text/StrMatcherTest.java,src/main/java/org/apache/commons/lang3/text/StrMatcher.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,StrSubstitutorTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/StrSubstitutorTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java,src/test/java/org/apache/commons/lang3/text/StrSubstitutorTest.java,src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,StrLookupTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/StrLookupTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/StrLookup.java,src/test/java/org/apache/commons/lang3/text/StrLookupTest.java,src/main/java/org/apache/commons/lang3/text/StrLookup.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,FormattableUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/FormattableUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java,src/test/java/org/apache/commons/lang3/text/FormattableUtilsTest.java,src/main/java/org/apache/commons/lang3/text/FormattableUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,CompositeFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/CompositeFormatTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/CompositeFormat.java,src/test/java/org/apache/commons/lang3/text/CompositeFormatTest.java,src/main/java/org/apache/commons/lang3/text/CompositeFormat.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,UnicodeUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/UnicodeUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnescaper.java,src/test/java/org/apache/commons/lang3/text/translate/UnicodeUnescaperTest.java,src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnescaper.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,OctalUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/OctalUnescaper.java,src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,src/main/java/org/apache/commons/lang3/text/translate/OctalUnescaper.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,NumericEntityUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,src/test/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaperTest.java,src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,EntityArraysTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/EntityArraysTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/EntityArrays.java,src/test/java/org/apache/commons/lang3/text/translate/EntityArraysTest.java,src/main/java/org/apache/commons/lang3/text/translate/EntityArrays.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,UnicodeEscaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/UnicodeEscaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java,src/test/java/org/apache/commons/lang3/text/translate/UnicodeEscaperTest.java,src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,NumericEntityEscaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/NumericEntityEscaperTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityEscaper.java,src/test/java/org/apache/commons/lang3/text/translate/NumericEntityEscaperTest.java,src/main/java/org/apache/commons/lang3/text/translate/NumericEntityEscaper.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,LookupTranslatorTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/LookupTranslatorTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/LookupTranslator.java,src/test/java/org/apache/commons/lang3/text/translate/LookupTranslatorTest.java,src/main/java/org/apache/commons/lang3/text/translate/LookupTranslator.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,UnicodeUnpairedSurrogateRemoverTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemoverTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemover.java,src/test/java/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemoverTest.java,src/main/java/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemover.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,FieldUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/FieldUtils.java,src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java,src/main/java/org/apache/commons/lang3/reflect/FieldUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,InheritanceUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/InheritanceUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/InheritanceUtils.java,src/test/java/org/apache/commons/lang3/reflect/InheritanceUtilsTest.java,src/main/java/org/apache/commons/lang3/reflect/InheritanceUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,TypeUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/TypeUtils.java,src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,src/main/java/org/apache/commons/lang3/reflect/TypeUtils.java,true,true,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,ConstructorUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/ConstructorUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/ConstructorUtils.java,src/test/java/org/apache/commons/lang3/reflect/ConstructorUtilsTest.java,src/main/java/org/apache/commons/lang3/reflect/ConstructorUtils.java,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,MethodUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/MethodUtils.java,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,src/main/java/org/apache/commons/lang3/reflect/MethodUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,TypeLiteralTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/reflect/TypeLiteralTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/reflect/TypeLiteral.java,src/test/java/org/apache/commons/lang3/reflect/TypeLiteralTest.java,src/main/java/org/apache/commons/lang3/reflect/TypeLiteral.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,CloneFailedExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/exception/CloneFailedExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/exception/CloneFailedException.java,src/test/java/org/apache/commons/lang3/exception/CloneFailedExceptionTest.java,src/main/java/org/apache/commons/lang3/exception/CloneFailedException.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,ContextedExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/exception/ContextedExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/exception/ContextedException.java,src/test/java/org/apache/commons/lang3/exception/ContextedExceptionTest.java,src/main/java/org/apache/commons/lang3/exception/ContextedException.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,ContextedRuntimeExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/exception/ContextedRuntimeExceptionTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/exception/ContextedRuntimeException.java,src/test/java/org/apache/commons/lang3/exception/ContextedRuntimeExceptionTest.java,src/main/java/org/apache/commons/lang3/exception/ContextedRuntimeException.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
commons-lang,ExceptionUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,/home/ubuntu/experiments/projects/commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false
